Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Turnover,TenureDays
1815,Aileen,Pacheco,2022-05-10,2022-07-16,IT Support,Alicia Farrell,aileen.pacheco@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Resignation,Performance paper teacher tree student.,IT/IS,Field Operations,29-03-1994,MA,Runner,Female,48114,Hispanic,Married,Fully Meets,4,2242,26-02-2023,3,2,4,17-Dec-22,Project Management,External,Failed,West Laura,Debbie Salas,1,627.11,1,67
1816,Dorian,Wu,2023-04-13,2023-05-03,IT Support,Desiree Martinez,dorian.wu@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Involuntary,This bank out.,IT/IS,Finance & Accounting,20-07-1954,CT,Accounting,Female,90316,Other,Married,Fully Meets,4,2243,26-06-2023,1,3,5,30-Dec-22,Leadership Development,External,Passed,New Timothystad,James Johnson,4,242.22,1,20
1817,Monica,Pham,2022-08-04,,IT Manager - Support,Jesse Archer,monica.pham@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Operations,08-12-1949,CT,Driller,Female,47299,Other,Married,Fully Meets,4,2244,01-03-2023,4,2,1,14-Dec-22,Leadership Development,Internal,Passed,Nelsonstad,Carrie Thompson,2,804.01,0,367
1818,Londyn,Underwood,2021-02-28,2022-07-13,IT Manager - Infra,Mrs. Lori Petty MD,londyn.underwood@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,Resignation,Later star one than within live.,IT/IS,Engineers,15-09-1946,MA,Supervisor,Male,54056,Black,Divorced,Fully Meets,5,2245,08-07-2023,2,4,4,04-Apr-23,Project Management,Internal,Incomplete,Perryhaven,Oscar Rodriguez,1,968.2,1,500
1819,Britney,Logan,2020-10-14,2022-04-10,IT Manager - DB,Paul Robertson,britney.logan@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Resignation,Expect kitchen even anyone. Without agent she.,IT/IS,Field Operations,22-11-1973,MA,Technician,Male,7728,White,Divorced,Fully Meets,4,2246,20-03-2023,3,4,5,10-Feb-23,Project Management,Internal,Completed,Lake Kennethhaven,Patricia Ford,2,364.36,1,543
1820,Alessandra,Novak,2018-09-10,2023-06-08,IT Support,William Murray,alessandra.novak@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Resignation,Three sell often star.,IT/IS,Fielders,10-04-1983,MA,Engineer,Female,70092,Hispanic,Widowed,Fully Meets,2,2247,16-02-2023,3,4,4,19-Apr-23,Communication Skills,External,Incomplete,Barnettview,Tiffany Johnson,3,803.16,1,1732
1821,Ariel,Powers,2022-12-16,2023-05-28,IT Support,Corey Fletcher,ariel.powers@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Retirement,Adult wind join time memory customer.,IT/IS,Field Operations,17-12-1999,MA,Laborer,Female,71142,Hispanic,Widowed,Fully Meets,2,2248,24-05-2023,1,5,5,29-Mar-23,Leadership Development,External,Incomplete,Langton,Ariana Anderson,2,571.12,1,163
1822,Jewel,Bryant,2018-09-28,2019-01-26,IT Support,James Rhodes,jewel.bryant@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Voluntary,Only movie ability wait according.,IT/IS,Field Operations,07-11-1994,MA,Laborer,Female,2760,Black,Divorced,Fully Meets,4,2249,29-05-2023,3,5,5,06-Jul-23,Customer Service,External,Failed,East Jessicafort,Eric Moore,2,705.36,1,120
1823,Irene,Kim,2022-03-08,2022-04-26,IT Support,Peter Williams,irene.kim@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Involuntary,Money read truth determine remain Mrs.,IT/IS,Aerial,02-09-1962,CT,Groundman,Female,13557,Asian,Married,Fully Meets,5,2250,29-05-2023,4,2,1,08-Apr-23,Communication Skills,Internal,Failed,Amyberg,Mariah Larsen,5,565.78,1,49
1824,Carla,Willis,2022-01-12,,IT Manager - Support,Bradley Gray,carla.willis@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Project Management - Con,03-10-1978,MA,Program Manager,Female,81938,Hispanic,Divorced,Fully Meets,2,2251,18-09-2022,4,4,4,19-Nov-22,Technical Skills,External,Incomplete,Gaineschester,Vickie Fisher,5,593.14,0,571
1825,Ricardo,Fitzgerald,2020-12-08,,IT Manager - Infra,Sarah Robinson,ricardo.fitzgerald@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Field Operations,12-11-1973,MA,Coordinator,Male,73648,White,Widowed,Fully Meets,4,2252,28-09-2022,1,3,3,10-Dec-22,Communication Skills,Internal,Completed,Justinfurt,Christine Kelly,1,648.23,0,971
1826,Steven,Jarvis,2020-11-17,,IT Support,Mark Parker,steven.jarvis@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,05-02-1982,MA,Technician,Female,73024,Other,Single,Fully Meets,1,2253,26-06-2023,5,1,2,07-Jan-23,Communication Skills,External,Incomplete,North Andrew,Catherine Ellison,1,426.97,0,992
1827,Benjamin,Marquez,2021-01-18,,IT Support,Mrs. Jessica Whitehead,benjamin.marquez@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,General - Sga,27-10-1957,MA,Administrator,Female,44031,Hispanic,Single,Fully Meets,2,2254,14-12-2022,3,2,5,20-Nov-22,Project Management,Internal,Failed,Martinview,Alexander Perez,4,267.76,0,930
1828,Gabrielle,Mercer,2020-09-15,2021-10-01,IT Support,Jose Jordan,gabrielle.mercer@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Involuntary,This focus strategy behind among this.,IT/IS,Wireline Construction,16-07-1990,MA,Lineman,Female,67812,Hispanic,Single,Fully Meets,2,2255,12-05-2023,1,4,4,05-Feb-23,Customer Service,Internal,Completed,West Jeffrey,Christopher Ryan,1,357.69,1,381
1829,Kaylyn,Pham,2019-12-11,,IT Support,Dawn Smith DDS,kaylyn.pham@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,29-12-1981,CT,Driller,Female,67840,Asian,Widowed,Fully Meets,5,2256,14-07-2023,5,5,4,13-Jan-23,Leadership Development,Internal,Completed,Lewisville,Maria Johnson,1,312.42,0,1334
1830,Ingrid,Lucero,2021-04-29,2022-06-10,IT Manager - Support,Meredith Martin,ingrid.lucero@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Voluntary,Teach yard style bed relate seat.,IT/IS,General - Eng,22-10-1988,MA,Administrative,Male,77019,White,Married,Fully Meets,2,2257,25-07-2023,4,3,5,25-Mar-23,Customer Service,External,Incomplete,New Sarahland,Tony Burns,2,456.3,1,407
1831,Keshawn,Gilmore,2021-04-03,,IT Manager - Infra,Jodi Wheeler,keshawn.gilmore@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,Engineers,20-02-1999,MA,Engineer,Male,88137,White,Widowed,Fully Meets,2,2258,03-04-2023,2,5,4,03-Jul-23,Technical Skills,Internal,Failed,Lorifurt,Lisa Malone,2,675.95,0,855
1832,Connor,Wang,2022-02-01,,IT Support,Robert Morrow,connor.wang@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,General - Eng,24-03-1961,MA,Drafter,Female,76781,Hispanic,Divorced,Fully Meets,1,2259,09-01-2023,1,2,5,03-May-23,Communication Skills,External,Failed,East Andrewview,Jesus Holmes,3,754.61,0,551
1833,Rocco,Vaughan,2020-01-17,2021-09-30,IT Support,Victor Armstrong,rocco.vaughan@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Voluntary,Stay moment go try. Trouble morning skin join.,IT/IS,Engineers,21-10-1992,MA,Billing,Female,17501,Hispanic,Widowed,Fully Meets,1,2260,05-08-2023,3,1,4,23-Aug-22,Customer Service,Internal,Incomplete,East Kristyfort,Autumn Stephenson,2,377.64,1,622
1834,Samuel,Jennings,2022-06-01,,IT Support,Gregory Brown,samuel.jennings@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Wireline Construction,01-06-1958,CT,Foreman,Female,24054,Black,Divorced,Fully Meets,2,2261,17-11-2022,2,1,5,04-Jun-23,Project Management,External,Failed,East Mitchellchester,Brenda Nguyen,3,647.41,0,431
1835,Shane,Harper,2019-03-17,,IT Support,Andrea Clark,shane.harper@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Engineers,03-10-1950,CT,Engineer,Female,84506,Other,Divorced,Fully Meets,2,2262,27-04-2023,4,4,3,29-May-23,Communication Skills,External,Incomplete,New Brett,Andrea Scott,3,122.43,0,1603
1836,Kali,Yates,2020-01-07,,IT Manager - Support,Casey Galvan,kali.yates@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,IT/IS,General - Sga,09-10-1965,MA,Assistant,Male,10273,Hispanic,Single,Fully Meets,2,2263,28-11-2022,3,1,4,05-Oct-22,Project Management,Internal,Incomplete,New Johnburgh,Anthony Wyatt,5,662.94,0,1307
1837,Piper,Guzman,2021-02-24,2021-12-29,IT Manager - Infra,Joseph Underwood,piper.guzman@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Involuntary,Cultural responsibility whose wear.,IT/IS,Executive,05-03-1979,MA,Manager,Male,4377,White,Single,Fully Meets,5,2264,08-11-2022,1,2,3,06-May-23,Communication Skills,External,Failed,Lake Christopher,Randy Logan,3,465.3,1,308
1838,Halle,Pena,2019-12-30,,IT Support,Chelsea Smith,halle.pena@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Field Operations,30-12-1944,MA,Construction Manager,Female,87370,Hispanic,Single,Fully Meets,1,2265,08-03-2023,2,4,2,23-Nov-22,Customer Service,Internal,Failed,North Peter,Robert Phelps,4,680.88,0,1315
1839,Jameson,Eaton,2020-05-12,2021-03-17,IT Support,Timothy Owens,jameson.eaton@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Resignation,Chair out man man.,IT/IS,Field Operations,10-02-1975,MA,Construction Manager,Female,84988,Other,Single,Fully Meets,5,2266,27-04-2023,5,3,2,23-Oct-22,Leadership Development,External,Completed,Lake Eileen,Sharon Lee,5,898.01,1,309
1840,Antony,Brandt,2023-04-04,,IT Support,Jennifer Watts,antony.brandt@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,General - Con,18-06-1971,CT,Technician,Female,43148,Hispanic,Divorced,Fully Meets,4,2267,09-03-2023,1,3,3,11-Nov-22,Technical Skills,Internal,Passed,Seanberg,Nicholas Powell,1,518.79,0,124
1841,Armani,Rogers,2021-01-04,2022-04-28,IT Support,Kelly Waters,armani.rogers@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Resignation,Real build something family save.,IT/IS,General - Con,06-08-1963,CT,Technician,Male,58818,White,Single,Fully Meets,2,2268,03-07-2023,2,3,2,26-Nov-22,Communication Skills,Internal,Failed,Pattersonburgh,Jennifer Johnston,2,677.84,1,479
1842,Jacoby,Lyons,2020-04-28,2022-12-01,IT Manager - Support,Beverly Ramirez,jacoby.lyons@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Resignation,Type three hear court street sport key.,IT/IS,Executive,15-01-1974,MA,Ceo,Male,42997,Hispanic,Divorced,Fully Meets,1,2269,14-02-2023,5,5,1,09-Dec-22,Technical Skills,Internal,Incomplete,Taylorview,Lauren Miller,1,109.33,1,947
1843,Dylan,Livingston,2019-04-16,2021-07-31,IT Support,David Rose PhD,dylan.livingston@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Resignation,Significant issue rich air race.,IT/IS,Project Management - Con,19-09-1952,MA,Manager,Female,93829,Asian,Single,Fully Meets,4,2270,18-03-2023,4,4,3,11-May-23,Technical Skills,Internal,Passed,East Kyle,Karen Bailey,2,781.35,1,837
1844,Raelynn,Compton,2022-07-09,,IT Support,Jared Conley,raelynn.compton@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,20-07-1996,MA,Tower Hand,Female,48655,Hispanic,Single,Fully Meets,2,2271,21-03-2023,5,4,4,02-Feb-23,Customer Service,Internal,Failed,Sanchezchester,Anna Barnett,4,632.57,0,393
1845,Darryl,Richmond,2022-08-29,2023-01-15,IT Support,Daniel Simpson,darryl.richmond@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,Retirement,Turn left degree audience fly present.,IT/IS,Field Operations,04-04-1987,CT,Laborer,Female,62715,Black,Divorced,Fully Meets,2,2272,05-08-2022,5,5,3,15-Apr-23,Communication Skills,Internal,Passed,Port Grant,Dana Alvarez,5,233.42,1,139
1846,Ana,Stafford,2020-01-26,2020-12-11,IT Support,Kenneth Chavez,ana.stafford@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Resignation,Field have cup because military.,IT/IS,Project Management - Eng,16-05-1956,CT,Planner,Male,75785,Other,Divorced,Fully Meets,4,2273,26-10-2022,5,2,3,01-Apr-23,Leadership Development,External,Passed,West Benjamin,Laura Snyder,4,301.15,1,320
1847,Carlos,Mccoy,2020-02-18,,IT Manager - Support,Carlos Clarke,carlos.mccoy@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Aerial,23-01-2000,MA,Lineman,Male,52491,Other,Widowed,Fully Meets,4,2274,13-08-2022,2,5,1,03-Jun-23,Customer Service,External,Failed,Jasmineland,Karen Brown,2,255.54,0,1265
1848,Michael,Albert,2022-01-25,,Production Manager,Daniel Garcia,michael.albert@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Yard (Material Handling),09-12-1950,MA,Runner,Male,2169,Asian,Married,Fully Meets,2,2275,24-10-2022,5,4,3,05-Mar-23,Technical Skills,External,Incomplete,East Jessica,Vanessa Lynch,5,138.4,0,558
1849,Courtney E,Wallace,2023-07-10,,Production Manager,Danielle Graham,courtney e.wallace@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Project Management - Con,21-11-1982,MA,Project Manager,Female,2478,White,Divorced,Fully Meets,1,2276,16-09-2022,5,2,2,17-May-23,Customer Service,External,Completed,East Adriana,Sean Patterson,3,851.87,0,27
1850,Amy,Dunn,2022-04-14,,Production Manager,Thomas Boyle,amy.dunn@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,29-09-1963,MA,Technician,Female,1731,Hispanic,Widowed,Fully Meets,5,2277,25-11-2022,3,4,4,22-Dec-22,Communication Skills,Internal,Completed,Brittanyshire,Wayne Williams,3,592.23,0,479
1851,Kissy,Sullivan,2022-07-10,,Production Manager,Mark Moody DVM,kissy.sullivan@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Wireless,27-05-1963,MA,Operator,Female,1776,White,Widowed,Fully Meets,4,2278,21-08-2022,5,4,2,05-Mar-23,Leadership Development,External,Completed,Traceyfurt,Katie Mccarthy,4,544.43,0,392
1852,Walter,Immediato,2022-06-27,,Production Manager,Lance Green,walter.immediato@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Safety,12-02-1977,MA,Safety,Male,2128,Other,Divorced,Fully Meets,1,2279,28-05-2023,2,5,1,23-Mar-23,Technical Skills,External,Passed,Ryanberg,Laura Thomas,4,230.57,0,405
1853,Ebonee,Peterson,2018-12-04,2023-07-07,Production Manager,Brittany Thompson,ebonee.peterson@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Maybe establish real still.,Production       ,Catv,06-03-1985,MA,Foreman,Female,2030,White,Married,Fully Meets,4,2280,23-02-2023,4,2,5,05-Apr-23,Customer Service,External,Passed,Carsonchester,Joseph Campbell,3,493.98,1,1676
1854,Elijiah,Gray,2019-09-10,,Production Manager,Shannon Klein,elijiah.gray@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,12-09-1998,MA,Laborer,Male,1752,Hispanic,Single,Fully Meets,4,2281,24-09-2022,1,4,2,29-Nov-22,Technical Skills,Internal,Failed,Fosterborough,Margaret Morrison,4,761.7,0,1426
1855,Charles,Bozzi,2019-04-25,,Production Manager,Richard Jackson,charles.bozzi@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,28-07-1967,MA,Engineer,Male,1901,Asian,Single,Fully Meets,4,2282,02-11-2022,1,5,3,20-Oct-22,Leadership Development,External,Incomplete,New Amandabury,Michael Smith,5,454.55,0,1564
1856,Sean,Quinn,2018-10-03,2019-06-27,Shared Services Manager,Michael Stevenson,sean.quinn@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Available area dog Republican big town left.,Admin Offices,Field Operations,17-12-1961,MA,Technician,Male,2045,White,Single,Fully Meets,4,2283,20-10-2022,4,2,1,23-Apr-23,Leadership Development,External,Failed,North Baileyport,Jason Salas,1,183.88,1,267
1857,Jennifer,Zamora,2022-06-14,,CIO,Jim Lee,jennifer.zamora@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Wireline Construction,23-09-1960,MA,Foreman,Female,2067,Other,Widowed,Fully Meets,2,2284,11-10-2022,1,4,4,09-Jul-23,Technical Skills,External,Passed,Moralesville,Wanda Jones,3,839.16,0,418
1858,Webster L,Butler,2022-02-15,,Production Manager,Thomas Green,webster l.butler@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,28-05-1971,MA,Coordinator,Male,2169,Other,Single,Fully Meets,5,2285,22-05-2023,4,3,3,02-Dec-22,Customer Service,Internal,Completed,South Jennifer,Thomas Adams,4,679.57,0,537
1859,Brannon,Miller,2018-09-24,2021-01-18,Production Manager,Jonathan Nguyen,brannon.miller@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Voluntary,Place doctor be water message activity.,Production       ,General - Eng,10-10-1981,MA,Specialist,Male,2045,Black,Divorced,Fully Meets,2,2286,20-01-2023,4,4,4,27-Sep-22,Project Management,External,Failed,Port Denise,Vincent Lopez,5,107.64,1,847
1860,Ketsia,Liebig,2022-03-09,2023-04-08,Production Manager,James Hunt,ketsia.liebig@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Involuntary,Rise she since boy.,Production       ,General - Con,20-03-1961,MA,Technician,Female,2110,White,Single,Fully Meets,2,2287,11-11-2022,4,4,2,29-Mar-23,Communication Skills,Internal,Passed,East Brandonmouth,Amanda Lee,4,560.64,1,395
1861,Kelley,Spirea,2018-11-07,2020-05-25,Production Manager,Laura Mccarty,kelley.spirea@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Involuntary,Foreign thank people.,Production       ,Fielders,09-09-1984,MA,Engineer,Female,2451,Black,Divorced,Fully Meets,5,2288,09-07-2023,5,1,4,25-Sep-22,Communication Skills,Internal,Failed,New Joseton,Kimberly Atkinson,2,187.85,1,565
1862,Brandon R,LeBlanc,2019-08-31,,Shared Services Manager,James Reynolds,brandon r.leblanc@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Unk,,Admin Offices,Field Operations,05-03-1962,MA,Laborer,Male,1460,White,Single,Fully Meets,4,2289,12-03-2023,2,5,3,14-Jun-23,Technical Skills,External,Completed,Elizabethberg,Carl Mathis,3,353.58,0,1436
1863,Debra,Houlihan,2020-11-27,2023-07-05,Director of Sales,Joseph Chavez,debra.houlihan@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Retirement,Such physical more himself movie.,Sales,Wireline Construction,16-04-1942,RI,Groundman,Female,2908,Hispanic,Widowed,Fully Meets,2,2290,14-04-2023,4,1,3,23-Apr-23,Communication Skills,Internal,Failed,New Bobbyfort,Juan Dennis,4,575.55,1,950
1864,Elisa,Bramante,2020-07-07,,Director of Operations,Mr. Nicholas Greene,elisa.bramante@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,17-02-1985,MA,Technician,Female,2030,Black,Married,Fully Meets,4,2291,20-08-2022,3,4,1,01-Jul-23,Project Management,Internal,Incomplete,Kellybury,Eric Gonzales,5,973.53,0,1125
1865,Jonathan,Hogland,2020-01-11,,Production Manager,Ann Watson,jonathan.hogland@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unk,,Production       ,Aerial,07-04-1963,MA,Foreman,Male,1890,White,Widowed,Fully Meets,2,2292,15-11-2022,5,1,1,11-Mar-23,Communication Skills,External,Completed,New Michaeltown,Jennifer Cline MD,3,894.38,0,1303
1866,David,Stanley,2020-06-15,2021-09-05,Production Manager,Richard Collins,david.stanley@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Involuntary,Health more majority think sister.,Production       ,Field Operations,01-04-1998,MA,Laborer,Male,1803,Other,Single,Fully Meets,2,2293,19-06-2023,5,3,1,17-Apr-23,Project Management,Internal,Failed,Harperside,Andrew Wright,1,510.67,1,447
1867,Ariana,Strickland,2020-10-10,,Production Manager,Amanda Harris,ariana.strickland@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,03-12-1975,MA,Engineer,Male,6930,Black,Single,Fully Meets,4,2294,30-08-2022,4,4,4,09-Apr-23,Communication Skills,External,Failed,West Whitneymouth,Robert Kidd,1,261.17,0,1030
1868,Everett,Jordan,2022-05-19,2023-04-10,Production Manager,Michael Davis,everett.jordan@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Involuntary,Two describe leg executive that ok.,Production       ,Field Operations,25-01-1999,MA,Driller,Female,53295,Asian,Divorced,Fully Meets,5,2295,26-11-2022,3,5,4,12-Nov-22,Communication Skills,Internal,Passed,Lake Adam,Angela Carter,5,448.38,1,326
1869,Ronnie,Middleton,2021-08-25,,Production Manager,Caroline Reynolds,ronnie.middleton@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,18-04-1973,MA,Driller,Female,85028,Hispanic,Divorced,Fully Meets,1,2296,15-06-2023,4,4,5,09-Nov-22,Technical Skills,Internal,Passed,West Seantown,Carl Peters,4,808.77,0,711
1870,Deandre,Richard,2018-12-18,2019-09-25,Production Manager,Christine Adams,deandre.richard@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,Gas place rich dog process movement along.,Production       ,Aerial,23-09-1958,MA,Laborer,Female,92649,Black,Single,Fully Meets,2,2297,14-09-2022,5,4,1,28-Dec-22,Leadership Development,Internal,Completed,Debbiechester,Sherri Cole,5,691.71,1,281
1871,Terry,Gay,2023-08-05,,Production Manager,Kelsey Morales,terry.gay@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,27-04-1958,MA,Laborer,Female,9493,Other,Married,Fully Meets,4,2298,04-11-2022,3,2,1,02-Mar-23,Communication Skills,External,Failed,Mercedesberg,Michael Berry,1,145.08,0,1
